probe	gene
A_23_P94118	GTF2E2
A_23_P94128	NEIL2
A_23_P94141	RAD54B
A_23_P9415	ACO1
A_23_P9416	ACO1
A_23_P94230	LY96
A_23_P94275	DKK4
A_23_P94301	TSTA3
A_23_P94338	ENPP2
A_23_P94403	TYRP1
A_23_P94412	PDCD1LG2
A_23_P94472	FBP2
A_23_P94533	CTSL1
A_23_P94563	IFNA5
A_23_P9458	POLR1E
A_23_P94647	OR1L3
A_23_P9465	FPGS
A_23_P94736	ST6GALNAC4
A_23_P94754	TNFSF15
A_23_P94838	RYR3
A_23_P94857	MAN1B1
A_23_P94860	NUDT9
A_23_P94875	INPP5E
A_23_P94879	F2
A_23_P95060	EPHB3
A_23_P95080	CTNND1
A_23_P95165	SEMA4B
A_23_P9523	RBKS
A_23_P95302	RFC5
A_23_P95359	DNAJC6
A_23_P95417	TNFRSF10D
A_23_P95453	NRXN1
A_23_P95594	NAT1
A_23_P95683	CA5A
A_23_P95755	PFKFB3
A_23_P95764	PRPS1
A_23_P95788	PDE6G
A_23_P95802	CNTNAP2
A_23_P95851	TUBAL3
A_23_P95879	RPL38
A_23_P9591	LMAN2
A_23_P95917	HLA-C
A_23_P95960	POLR3D
A_23_P96008	MALT1
A_23_P9603	PRKDC
A_23_P96072	GRIN1
A_23_P9614	NDUFA4L2
A_23_P96144	BMPR2
A_23_P96331	WAS
A_23_P96420	RBMX
A_23_P96451	CA5B
A_23_P96556	GK
A_23_P96568	FLNA
A_23_P96641	PRPS2
A_23_P96688	SUV420H1
A_23_P96761	ACADM
A_23_P9677	SEMA4C
A_23_P96812	POMGNT1
A_23_P9688	DYNC1LI2
A_23_P96985	PSEN2
A_23_P97005	JAK1
A_23_P97046	ALPL
A_23_P97054	PLA2G2F
A_23_P97064	FBXO6
A_23_P97112	SELE
A_23_P97173	HSD3B1
A_23_P97309	CASP9
A_23_P97423	UBE2Q1
A_23_P97532	VAMP3
A_23_P97541	C4BPA
A_23_P9756	SIAHBP1
A_23_P97562	CYP4A11
A_23_P97573	PRPF3
A_23_P97606	GSTM5
A_23_P97632	EPRS
A_23_P97725	STX6
A_23_P97860	LIPA
A_23_P97889	POLL
A_23_P97906	NT5C2
A_23_P97947	PRLHR
A_23_P98002	CYP2E1
A_23_P98070	PDE6C
A_23_P98085	PTEN
A_23_P98092	OAT
A_23_P98121	FXYD4
A_23_P98183	HRAS
A_23_P98205	CHST1
A_23_P98218	HSPC148
A_23_P98275	MAP3K11
A_23_P983	PRDX6
A_23_P98350	BIRC3
A_23_P98369	GRIA4
A_23_P98410	CD3G
A_23_P98431	HMBS
A_23_P98446	SC5DL
A_23_P98580	FADS2
A_23_P9869	CNDP1
A_23_P98744	OR52K2
A_23_P9883	NLRP3
A_23_P98830	UBQLN3
A_23_P98884	RNF41
A_23_P98898	CDK2
A_23_P99027	PTPN11
A_23_P9903	ATG4B
A_23_P99036	ACVR1B
A_23_P99076	PRH2
A_23_P99080	TAS2R13
A_23_P99186	UBE3B
A_23_P99249	SUCLG2
A_23_P99275	KLRB1
A_23_P993	NR5A2
A_23_P99320	KRT18
A_23_P99386	TNFSF11
A_23_P99442	FLT3
A_23_P99452	BRCA2
A_23_P99536	MPP5
A_23_P99559	PAPOLA
A_23_P99762	RBM25
A_23_P99883	PDIA3
A_23_P99956	ALDH1A2
A_23_P99980	HMGB1
A_23_P99985	HMGB1
A_24_P100001	PDE4C
A_24_P100130	BCL2L1
A_24_P100228	XBP1
A_24_P100277	CYB5R3
A_24_P100382	GK
A_24_P100387	GK
A_24_P100613	LAMA1
A_24_P101114	CNOT1
A_24_P101201	PDIA3
A_24_P102053	OCLN
A_24_P102082	PDE1A
A_24_P10226	SEMA6D
A_24_P10233	DAPK2
A_24_P102343	EPN3
A_24_P102389	ALG11
A_24_P102636	RB1
A_24_P102726	PPOX
A_24_P102769	UQCRH
A_24_P102821	PTAFR
A_24_P102981	DNAJB2
A_24_P103025	PCBP1
A_24_P103264	UGT8
A_24_P103686	AGPAT6
A_24_P103803	B4GALT1
A_24_P103886	IDI1
A_24_P103893	HPSE2
A_24_P103922	CTBP2
A_24_P103944	ATM
A_24_P103952	DGKZ
A_24_P104174	TAOK3
A_24_P104689	SERPINB13
A_24_P105102	PKMYT1
A_24_P105191	HS6ST2
A_24_P105298	H3F3A
A_24_P105332	CD244
A_24_P105501	ENO1
A_24_P105564	PRKAB2
A_24_P105721	CREB1
A_24_P105747	AP1S3
A_24_P105794	RPL31
A_24_P105933	VIPR1
A_24_P106057	AK129838
A_24_P106297	AMACR
A_24_P106306	RPL26L1
A_24_P106681	YWHAG
A_24_P106839	WHSC1L1
A_24_P107291	PPP2R1B
A_24_P107303	IL10RA
A_24_P10731	MADCAM1
A_24_P10751	HNF4A
A_24_P107695	ACTN1
A_24_P107859	SPRED1
A_24_P108242	GOSR2
A_24_P108311	NEDD4L
A_24_P108401	KLK3
A_24_P108451	GPI
A_24_P108517	CRB3
A_24_P10884	GRAP2
A_24_P109111	GPX6
A_24_P109524	SSH1
A_24_P109633	ITPK1
A_24_P110799	LSS
A_24_P111096	PFKFB3
A_24_P111106	FGF1
A_24_P111134	POMT2
A_24_P111191	D90075
A_24_P111242	DKFZp313A2432
A_24_P111271	PLA2G2D
A_24_P111342	CASP9
A_24_P11208	CD1D
A_24_P112110	GTF2I
A_24_P11307	AHCYL1
A_24_P113086	PAFAH1B1
A_24_P113109	UBB
A_24_P113295	AP2S1
A_24_P113674	HLA-B
A_24_P113960	NT5C1A
A_24_P114032	EFNA3
A_24_P114124	LAPTM5
A_24_P114142	CNTN2
A_24_P114183	FDPS
A_24_P114249	GALNT3
A_24_P114255	MBOAT2
A_24_P114604	TBL1XR1
A_24_P114617	CHMP2B
A_24_P11462	ADC
A_24_P114739	CAMK2D
A_24_P114936	GM2A
A_24_P115007	ALDH5A1
A_24_P11506	KYNU
A_24_P115183	CLDN4
A_24_P115490	PTCH1
A_24_P115507	SARDH
A_24_P115700	COX15
A_24_P115762	CTSC
A_24_P115774	BIRC2
A_24_P115990	AMHR2
A_24_P116571	NAGPA
A_24_P116669	CANT1
A_24_P116710	RAMP2
A_24_P116805	STAT3
A_24_P116871	TXNL4A
A_24_P116909	MALT1
A_24_P117029	LDLR
A_24_P117147	KIR3DL1
A_24_P117528	PRPS2
A_24_P117709	MAML3
A_24_P117725	CHRD
A_24_P118452	SEPHS1
A_24_P118531	BP290435
A_24_P118892	IRF7
A_24_P119141	PROS1
A_24_P119519	LIG3
A_24_P119745	FN1
A_24_P119774	S81916
A_24_P120115	CFLAR
A_24_P120346	NIT2
A_24_P120380	PIGY
A_24_P12059	GYPA
A_24_P12065	AK092638
A_24_P120827	HGSNAT
A_24_P120934	GADD45G
A_24_P121535	ACTC1
A_24_P122050	PSMF1
A_24_P122137	LIF
A_24_P12218	NDUFA2
A_24_P122636	BPNT1
A_24_P122682	RAB4A
A_24_P12281	AP4S1
A_24_P123011	YWHAE
A_24_P123012	YWHAE
A_24_P123119	EHHADH
A_24_P123190	PLD1
A_24_P123347	PPAT
A_24_P123408	ABLIM3
A_24_P123616	HSPA1A
A_24_P123833	SEMA3E
A_24_P12401	VEGFA
A_24_P124032	RIPK2
A_24_P124349	PDGFD
A_24_P124370	PARVA
A_24_P124550	CCND1
A_24_P124624	OLR1
A_24_P124662	MAPKAPK5
A_24_P124672	DYNLL1
A_24_P124957	RAB11A
A_24_P124992	PSMA4
A_24_P125335	CCL13
A_24_P125469	LIPG
A_24_P12573	CCL26
A_24_P125993	HGS
A_24_P126060	DDX3X
A_24_P12626	CAV1
A_24_P126890	RPL9
A_24_P12690	INDOL1
A_24_P127235	BCR
A_24_P127719	MAFA
A_24_P127828	VCP
A_24_P128020	NDUFS4
A_24_P128068	UBE2O
A_24_P128145	ATF2
A_24_P128205	PSMD1
A_24_P128219	CHAT
A_24_P128361	AF289562
A_24_P12865	GALT
A_24_P128880	TBL1XR1
A_24_P129107	NKD2
A_24_P129277	NOD1
A_24_P129341	AKR1B10
A_24_P129483	PIP5KL1
A_24_P129834	TPH2
A_24_P130041	CYP51A1
A_24_P13032	UBE2D1
A_24_P130559	CACNA1A
A_24_P130621	MYH7B
A_24_P130936	DDX3Y
A_24_P131236	SV2A
A_24_P131580	ALPPL2
A_24_P131589	CD86
A_24_P131646	MYL3
A_24_P131752	DLG1
A_24_P13190	ESAM
A_24_P132518	IKBKB
A_24_P13285	PPP1R1A
A_24_P133253	KITLG
A_24_P133288	PKP2
A_24_P133542	PML
A_24_P13376	ADIPOR2
A_24_P133905	CCL23
A_24_P133933	ARHGDIA
A_24_P134074	RPS19
A_24_P134340	NSFL1C
A_24_P134526	TSPO
A_24_P134683	BCAP31
A_24_P134727	TFAM
A_24_P134942	VHL
A_24_P134955	PPP2R5A
A_24_P135322	NRP1
A_24_P135444	AMFR
A_24_P13572	DLST
A_24_P135753	PTPLB
A_24_P135902	RPS2
A_24_P13595	ATXN3
A_24_P136551	NPLOC4
A_24_P136807	RFC1
A_24_P136866	SLC8A1
A_24_P137501	SFRP2
A_24_P13790	CES2
A_24_P138556	EIF2S1
A_24_P138784	MGAT5B
A_24_P138912	RFNG
A_24_P139094	SH3GL1
A_24_P139120	PDE4C
A_24_P139191	ITCH
A_24_P139742	NMNAT1
A_24_P139901	GYPC
A_24_P139993	CASP10
A_24_P140030	CUL3
A_24_P140391	PIGY
A_24_P140608	HBEGF
A_24_P141275	GRHPR
A_24_P141332	CAMK2G
A_24_P141481	CD59
A_24_P141707	INHBE
A_24_P141786	ATP2A2
A_24_P141995	PAPOLA
A_24_P142024	CHMP4A
A_24_P142118	THBS1
A_24_P142223	RPL13
A_24_P142228	RPL13
A_24_P142305	HBA2
A_24_P142531	DDX42
A_24_P14260	CARD8
A_24_P142885	PANK2
A_24_P142983	PIK4CA
A_24_P143127	GRIA3
A_24_P143138	FGD1
A_24_P143189	TMSL3
A_24_P14434	NDUFB7
A_24_P145134	OSMR
A_24_P145249	ATP6V1B1
A_24_P145653	MAP3K6
A_24_P14584	BACE2
A_24_P146211	HIST1H2BD
A_24_P146670	SLK
A_24_P147169	PLA2G4F
A_24_P147190	PARN
A_24_P147407	LYK5
A_24_P148086	SFRS4
A_24_P148235	RPS27
A_24_P148321	HIST2H2BE
A_24_P148450	UBE2E3
A_24_P148499	CASP8
A_24_P148503	FZD5
A_24_P148590	TACR1
A_24_P148717	CCR1
A_24_P148762	IL1RAP
A_24_P148777	RASSF1
A_24_P148811	RUVBL1
A_24_P14902	TAS2R42
A_24_P149314	ULBP2
A_24_P149645	SIAHBP1
A_24_P149689	PPP3R2
A_24_P149893	SUFU
A_24_P149902	SUFU
A_24_P150160	FADS2
A_24_P150361	HSP90B1
A_24_P150486	SPTLC2
A_24_P150874	BX647930
A_24_P151464	SOD1
A_24_P15154	EVI1
A_24_P151622	IMMP2L
A_24_P152188	PRICKLE2
A_24_P152398	P53AIP1
A_24_P15270	BCR
A_24_P152968	AKR1C1
A_24_P153215	AL601841
A_24_P153416	KIR2DS1
A_24_P153490	EVI1
A_24_P153831	CTNNA3
A_24_P153840	FGD3
A_24_P153853	TRIM37
A_24_P153869	SRGAP3
A_24_P154006	NDUFB9
A_24_P154037	IRS2
A_24_P154948	GARS
A_24_P155058	IKBKB
A_24_P155378	PRDX5
A_24_P155502	INHBC
A_24_P156113	EHD2
A_24_P156295	ACSS2
A_24_P156490	KCNMA1
A_24_P156769	MPL
A_24_P156781	PIK3R3
A_24_P156911	HIST2H2BE
A_24_P156922	SCP2
A_24_P157087	CASP8
A_24_P157165	MAP4K4
A_24_P157342	C3orf10
A_24_P157370	IL17RB
A_24_P157424	NCBP2
A_24_P15754	TOMM40
A_24_P157926	TNFAIP3
A_24_P158089	SERPINE1
A_24_P15834	TNXB
A_24_P158421	SAR1A
A_24_P158536	RHOBTB1
A_24_P158587	CRY2
A_24_P158903	IRAK4
A_24_P159036	RPL36AL
A_24_P159227	PAK6
A_24_P159515	TBKBP1
A_24_P159648	BAIAP2
A_24_P159702	LMAN1
A_24_P159866	STK11
A_24_P160088	PDXK
A_24_P160104	TUBA8
A_24_P160874	DUT
A_24_P161036	ACOT2
A_24_P161086	NFKBIB
A_24_P161244	TPM3
A_24_P161933	MICA
A_24_P161964	GALNT10
A_24_P162073	BCR
A_24_P162211	LSS
A_24_P162718	LMNA
A_24_P163168	PDGFC
A_24_P16326	ROBO2
A_24_P163920	MLSTD2
A_24_P164549	RAB11FIP4
A_24_P165259	PYCR2
A_24_P165346	NFYC
A_24_P165864	P2RY14
A_24_P165949	CLDN1
A_24_P166042	IMPDH2
A_24_P166144	UBE1L2
A_24_P166407	HIST1H4B
A_24_P166443	HLA-DPB1
A_24_P166527	TNFAIP3
A_24_P166663	CDK6
A_24_P167012	TNFSF15
A_24_P167030	AP3M1
A_24_P167377	OR10P1
A_24_P167473	ARPC3
A_24_P167642	GCH1
A_24_P167654	SLC8A3
A_24_P167683	ITPK1
A_24_P167806	IDH3A
A_24_P168456	ATP5D
A_24_P168494	CYP4F2
A_24_P168495	CYP4F2
A_24_P168581	GNAS
A_24_P16892	TAF2
A_24_P169092	MAML2
A_24_P16913	ABCC4
A_24_P169234	ZAP70
A_24_P169378	RPS7
A_24_P169462	GOSR1
A_24_P169688	MICB
A_24_P170295	HSP90AB1
A_24_P17048	GHRHR
A_24_P170544	RYR1
A_24_P171110	HNRPU
A_24_P171268	RASSF5
A_24_P171873	FBXO4
A_24_P172685	AQP2
A_24_P172738	F7
A_24_P172990	AARS
A_24_P172993	UBE2O
A_24_P17302	UBE2J2
A_24_P173088	STAT5A
A_24_P173124	FLCN
A_24_P173325	UBA52
A_24_P173727	PEX10
A_24_P174346	ATP5G3
A_24_P174503	AMT
A_24_P174550	RHOA
A_24_P174613	FBXW7
A_24_P174824	SLU7
A_24_P174924	HIST1H3B
A_24_P175059	ATG5
A_24_P175347	DERL1
A_24_P175783	ARHGEF12
A_24_P175909	MARS
A_24_P176044	DNM1L
A_24_P176079	WASF3
A_24_P176445	HAGH
A_24_P17677	TLR6
A_24_P17691	UGT2B17
A_24_P177025	CDC34
A_24_P177353	THOC2
A_24_P178011	MYC
A_24_P178093	TOMM40
A_24_P178175	GGT1
A_24_P178423	HNRPC
A_24_P178503	ABCC9
A_24_P179071	CLN3
A_24_P179400	VEGFA
A_24_P179569	LAMA3
A_24_P179611	TPR
A_24_P179769	DHDDS
A_24_P179903	AK2
A_24_P179925	DPM3
A_24_P180151	ROBO2
A_24_P180165	IL1RAP
A_24_P180225	HD
A_24_P180243	UGT2B28
A_24_P180654	CREB3L2
A_24_P180680	LAPTM4B
A_24_P181055	ST3GAL4
A_24_P181275	SUCLA2
A_24_P18137	NEFL
A_24_P18146	PSD3
A_24_P18190	HSPA5
A_24_P182182	SLC25A5
A_24_P182183	SLC25A5
A_24_P182494	DUSP10
A_24_P182764	ATG4B
A_24_P183150	CXCL3
A_24_P183292	CSNK1A1
A_24_P183375	PPP2CA
A_24_P183864	IMPA1
A_24_P184031	PHPT1
A_24_P184230	AASDHPPT
A_24_P184295	EHD1
A_24_P184555	PXN
A_24_P185029	SH2B1
A_24_P185117	RILP
A_24_P185394	GSK3A
A_24_P185689	ACSS1
A_24_P185709	EPB41L1
A_24_P185854	DMD
A_24_P185986	UPRT
A_24_P186370	MSN
A_24_P186539	CD209
A_24_P186862	CHMP5
A_24_P187351	CNOT4
A_24_P187651	CLN3
A_24_P187787	SETD2
A_24_P187948	BID
A_24_P188071	TUBA1C
A_24_P18834	LOC123876
A_24_P188377	CD55
A_24_P188878	RPL34
A_24_P189516	ACADSB
A_24_P189739	DUSP16
A_24_P190190	CACNB1
A_24_P190804	AP1S2
A_24_P190894	ARF1
A_24_P191013	CYP4A11
A_24_P191588	ALAS1
A_24_P1919	NF1
A_24_P192183	SEC63
A_24_P192262	RALA
A_24_P19228	GAMT
A_24_P192301	SEMA3A
A_24_P192485	TNFRSF11B
A_24_P192994	FADS1
A_24_P193011	CCND1
A_24_P193093	KLRK1
A_24_P193435	TJP1
A_24_P193570	CNOT1
A_24_P193648	GPT2
A_24_P193943	PIGN
A_24_P194000	SAE1
A_24_P194707	MLCK
A_24_P196117	GTF2H5
A_24_P196351	PLXNC1
A_24_P196382	ATG3
A_24_P196519	MTAP
A_24_P196562	FXYD2
A_24_P196665	GNGT1
A_24_P19677	IL28RA
A_24_P196827	HLA-DQA1
A_24_P196851	TLN1
A_24_P197196	ABCB6
A_24_P19752	PEX19
A_24_P197537	PDE8B
A_24_P19810	PPCS
A_24_P198598	PML
A_24_P199655	VANGL1
A_24_P19983	BCL10
A_24_P199905	YWHAQ
A_24_P200000	STEAP3
A_24_P200023	IL1R1
A_24_P20032	RFX5
A_24_P200427	PAICS
A_24_P200583	UBE2B
A_24_P201064	LOC286044
A_24_P201153	TJP2
A_24_P201360	ACSL5
A_24_P201739	SH2B3
A_24_P201936	GTF2A1
A_24_P202319	ATP2A3
A_24_P202357	PNPO
A_24_P202522	AQP4
A_24_P202527	SMAD2
A_24_P202581	ARHGEF1
A_24_P20292	B3GNT7
A_24_P203000	IL2RB
A_24_P203103	SH2D1A
A_24_P203106	PFKFB1
A_24_P203479	MSH3
A_24_P203678	ACAT1
A_24_P20383	ARPC4
A_24_P203909	RPL34
A_24_P204358	PYCR1
A_24_P204819	SPRY3
A_24_P205105	MRE11A
A_24_P205213	ARSB
A_24_P205242	RPL23
A_24_P205364	SHMT1
A_24_P205589	ACOT7
A_24_P206047	SLC25A4
A_24_P20607	CXCL11
A_24_P206121	KCNMB1
A_24_P20630	LEF1
A_24_P206328	PDE1C
A_24_P206604	PFKFB3
A_24_P206624	FGFR2
A_24_P206679	MBL2
A_24_P206776	CRYAB
A_24_P207003	IRS2
A_24_P207139	PML
A_24_P207150	UBE3A
A_24_P20777	RPL37
A_24_P207995	L1CAM
A_24_P208045	EDEM3
A_24_P208081	PLA2G2F
A_24_P208436	PDE1A
A_24_P208442	PDE1A
A_24_P208513	WNT6
A_24_P208567	IL18R1
A_24_P208704	CYP8B1
A_24_P20873	HIST1H4I
A_24_P208809	RAB5A
A_24_P208992	CTBP1
A_24_P209047	IL5
A_24_P2093	XAB2
A_24_P209571	YWHAZ
A_24_P210343	M6PR
A_24_P210611	OR4N4
A_24_P210637	CHST14
A_24_P210829	NME4
A_24_P210888	SMURF2
A_24_P211044	CSH1
A_24_P211151	EXOSC5
A_24_P211206	TPM3
A_24_P212021	GSTM5
A_24_P212086	SERPINB5
A_24_P212443	UBE3C
A_24_P212539	GALM
A_24_P213110	COX11
A_24_P213478	SEMA6A
A_24_P213548	MAN1A2
A_24_P213684	P4HB
A_24_P213783	RPL31
A_24_P213856	MBTPS2
A_24_P213884	TNXB
A_24_P214506	SEC13
A_24_P214625	PPA2
A_24_P214754	NR3C1
A_24_P215407	DDX6
A_24_P216014	GH2
A_24_P216165	CEBPA
A_24_P216294	CST3
A_24_P216501	PRKAR1B
A_24_P216654	SOAT1
A_24_P217001	PRUNE
A_24_P217489	GLRB
A_24_P217520	EREG
A_24_P217572	EDNRA
A_24_P217834	HIST1H3D
A_24_P217848	HIST1H2AK
A_24_P218048	AMPH
A_24_P218265	TNFRSF10B
A_24_P218688	ALDH3B1
A_24_P218814	RDH5
A_24_P218970	EIF4B
A_24_P219024	DIS3
A_24_P219114	SEL1L
A_24_P219324	TK2
A_24_P219474	MGAT5B
A_24_P219686	RALBP1
A_24_P219785	CALM3
A_24_P220548	LOC123876
A_24_P220575	DGKH
A_24_P22079	FOXO1
A_24_P220947	AKR1C1
A_24_P221154	ABCD3
A_24_P221366	RPS15A
A_24_P221414	DYNC1I1
A_24_P221515	NLN
A_24_P221634	NSF
A_24_P221858	PIWIL3
A_24_P222165	GAB1
A_24_P222291	ABCC4
A_24_P222410	ALS2
A_24_P222441	HEXA
A_24_P222599	PDPK1
A_24_P222655	C1QA
A_24_P222684	TROVE2
A_24_P222740	IL24
A_24_P222758	DFFA
A_24_P222844	PRPF38B
A_24_P222860	PIK4CB
A_24_P222872	UGT1A6
A_24_P222911	SFRS7
A_24_P223384	HIST1H2AB
A_24_P223874	SFTPA1
A_24_P224116	PLA2G1B
A_24_P224488	MAPT
A_24_P224727	CEBPA
A_24_P224776	LSM4
A_24_P22488	AXIN1
A_24_P224926	MFNG
A_24_P224966	CLCNKB
A_24_P225010	RPS15
A_24_P225325	SMAP1L
A_24_P225604	DNAJC10
A_24_P225616	RRM2
A_24_P225679	IRS1
A_24_P225961	DAG1
A_24_P225970	SGOL1
A_24_P226008	MGLL
A_24_P226020	SH3BP2
A_24_P226198	RAD50
A_24_P226248	ZMAT2
A_24_P226267	GABRA1
A_24_P226508	HS3ST5
A_24_P226541	STX1A
A_24_P226554	ACTB
A_24_P227069	GPAM
A_24_P227230	CADM1
A_24_P227415	CLEC7A
A_24_P227831	ABCC1
A_24_P227927	IL21R
A_24_P227993	BC064492
A_24_P228130	CCL3L3
A_24_P228228	B4GALT6
A_24_P228550	TUBB1
A_24_P228717	RAC2
A_24_P22887	RAD23A
A_24_P228875	ARHGEF6
A_24_P229588	CNGB1
A_24_P229936	CIITA
A_24_P230502	HSD17B1
A_24_P230563	IL2RA
A_24_P23067	UBOX5
A_24_P230675	SOCS2
A_24_P230734	SMUG1
A_24_P230895	SETMAR
A_24_P230948	PER3
A_24_P231104	LEPR
A_24_P231132	ACVR2B
A_24_P231162	AF130062
A_24_P23245	NDUFA6
A_24_P232856	RPL9
A_24_P233488	LIF
A_24_P233570	PSMB1
A_24_P233850	SDHC
A_24_P233944	CEPT1
A_24_P234196	RRM2
A_24_P234242	ACADL
A_24_P234572	RAB7A
A_24_P234768	HTR4
A_24_P234792	CSNK1G3
A_24_P234921	CCR6
A_24_P235049	MTHFD1L
A_24_P235248	PTPRZ1
A_24_P235316	VDAC3
A_24_P235429	ABCA1
A_24_P235756	OR51E2
A_24_P235988	CLEC7A
A_24_P236003	H2AFJ
A_24_P236091	ENO2
A_24_P236437	DYNC1LI2
A_24_P236445	DYNC1LI2
A_24_P236799	RAB31
A_24_P237036	TNFSF14
A_24_P237175	CST2
A_24_P237265	MAPK1
A_24_P237270	ADORA2A
A_24_P237328	MCAT
A_24_P237374	UBE1
A_24_P237559	LNPEP
A_24_P237601	RPS6KA5
A_24_P237778	MAN1C1
A_24_P237870	SMPD4
A_24_P238543	PHKA1
A_24_P238855	SETD8
A_24_P239140	GART
A_24_P239234	AMPH
A_24_P239343	DERL3
A_24_P239531	ZFYVE16
A_24_P239606	GADD45B
A_24_P239664	BCKDHB
A_24_P239676	HLA-DQB1
A_24_P239731	B4GALT5
A_24_P240065	VPS24
A_24_P240487	PLG
A_24_P241276	EXOSC8
A_24_P241672	ABCA9
A_24_P241995	NDUFV3
A_24_P242357	HS2ST1
A_24_P242361	HS2ST1
A_24_P242391	MPZL1
A_24_P242440	B4GALT2
A_24_P242646	CTSS
A_24_P242688	HADHA
A_24_P243329	ITGA2
A_24_P243347	MAT2B
A_24_P243528	HLA-DPA1
A_24_P244096	DNAJB12
A_24_P244100	DNAJB12
A_24_P244162	PI4KII
A_24_P244356	NLRX1
A_24_P244420	PHCA
A_24_P24444	ENDOGL1
A_24_P244470	RNF41
A_24_P244706	SSTR1
A_24_P245246	PIP5K2B
A_24_P245298	TNFSF12
A_24_P245322	PRKAR1A
A_24_P245358	ATP5A1
A_24_P245379	SERPINB2
A_24_P245838	AK125361
A_24_P246125	FLT1
A_24_P246361	IQGAP2
A_24_P246467	ATF2
A_24_P246552	VTI1B
A_24_P246787	REST
A_24_P246891	NEU4
A_24_P247106	AK3
A_24_P247153	RPS25
A_24_P247879	PIGG
A_24_P24819	AGRN
A_24_P248606	ACSL3
A_24_P250227	NR1D1
A_24_P250333	SNRPA
A_24_P250335	SNRPA
A_24_P25054	RP11-78J21.1
A_24_P250614	SF3A1
A_24_P250765	PRKG1
A_24_P250922	PTGS2
A_24_P251221	PPP2R5A
A_24_P25137	CHRM3
A_24_P251381	NHEJ1
A_24_P251599	CAV3
A_24_P251661	KCNMB3
A_24_P251704	TLOC1
A_24_P251764	CXCL3
A_24_P251841	SETD7
A_24_P251899	CSNK1A1
A_24_P251969	FGF1
A_24_P252130	PPARD
A_24_P252364	NRCAM
A_24_P252705	TRDMT1
A_24_P252785	PTEN
A_24_P252794	CUL2
A_24_P252945	BLR1
A_24_P252996	FOLR3
A_24_P253003	WNT11
A_24_P253755	PIGL
A_24_P253818	FLOT2
A_24_P253827	AP2B1
A_24_P254106	FLJ22814
A_24_P254133	APC2
A_24_P254355	AIRE
A_24_P25452	ENTPD5
A_24_P254532	PGK1
A_24_P254744	EPHA3
A_24_P25530	GRIN2C
A_24_P255338	SEC24C
A_24_P25550	ADH6
A_24_P255524	CALD1
A_24_P256018	LOC729127
A_24_P25668	DRD4
A_24_P256722	CNGA1
A_24_P256764	MYH10
A_24_P257022	TNNT2
A_24_P257108	TANK
A_24_P257224	TPO
A_24_P257359	RPL15
A_24_P257416	CXCL2
A_24_P257511	BHMT
A_24_P257539	FBXW11
A_24_P257971	SLC27A4
A_24_P258235	OR5L2
A_24_P258633	TUBB3
A_24_P258846	NFATC1
A_24_P259490	ARF1
A_24_P260101	MME
A_24_P260134	NMNAT3
A_24_P260325	LRAT
A_24_P260346	ADH5
A_24_P260443	THBS4
A_24_P261032	RDH10
A_24_P261169	SEMA4D
A_24_P261259	PFKFB3
A_24_P261470	NRXN2
A_24_P261691	HIST4H4
A_24_P26181	RHO
A_24_P262201	SULT1A4
A_24_P262407	THRA
A_24_P263036	ALDH4A1
A_24_P263653	DOCK2
A_24_P263878	ABL2
A_24_P264106	RPL23A
A_24_P264832	NEFM
A_24_P264943	COMP
A_24_P26496	NOTCH4
A_24_P265135	UBE3C
A_24_P265274	COL1A2
A_24_P265506	NTRK1
A_24_P265523	CR1
A_24_P266019	MTNR1A
A_24_P266734	SSH3
A_24_P266880	UBC
A_24_P267523	COX6B2
A_24_P268123	ST3GAL3
A_24_P268357	SMPD4
A_24_P268676	BHLHB2
A_24_P268729	HEMK1
A_24_P26897	INPP5A
A_24_P269006	AK021800
A_24_P269062	SPRY4
A_24_P269432	BET1
A_24_P269779	CHST3
A_24_P269895	HNRPA3
A_24_P270144	CD63
A_24_P270166	OS9
A_24_P270235	CCND2
A_24_P270357	CLN5
A_24_P270525	GTF2A2
A_24_P270674	CES7
A_24_P270814	CRK
A_24_P270829	GP1BA
A_24_P271296	ARFGAP1
A_24_P271363	CDS2
A_24_P272061	RPL13A
A_24_P27229	CSAD
A_24_P272710	RPL10
A_24_P273378	CAMKK2
A_24_P273583	AY142148
A_24_P273599	ITGB8
A_24_P273666	GNAS
A_24_P273972	CFH
A_24_P274072	INADL
A_24_P274073	ABCB10
A_24_P274219	EPHA4
A_24_P274270	STAT1
A_24_P274814	TBXAS1
A_24_P276102	RBL1
A_24_P27627	CHRNB1
A_24_P276490	LYPLA2
A_24_P276628	PPT1
A_24_P276808	PTPN7
A_24_P276864	SMPD4
A_24_P276932	ATP6V1C2
A_24_P277211	HRH1
A_24_P277349	SEC31A
A_24_P277367	CXCL5
A_24_P277456	BX641089
A_24_P277511	AK057015
A_24_P277657	GMPR
A_24_P277673	HIST1H4G
A_24_P277934	COL1A2
A_24_P278008	DCTN6
A_24_P278192	AK1
A_24_P278460	MLSTD2
A_24_P278621	FZD4
A_24_P278637	FADD
A_24_P278747	CCND2
A_24_P279220	ATP6V0C
A_24_P279328	SKIP
A_24_P279704	MAG
A_24_P279749	GNG7
A_24_P280029	PDXP
A_24_P280113	IL13RA1
A_24_P280378	AQR
A_24_P280803	RPS21
A_24_P280901	RPL21
A_24_P281101	ABL1
A_24_P281403	OR4C46
A_24_P281439	OR2T5
A_24_P281497	CENTB5
A_24_P281923	DLAT
